ID	脚本	剧情块	事件ID	指令序号	指令	简体中文
301	brl	15	00002AFE	21	12	\n无数道光芒从愤怒至极的\n布罗利体内迸发而出！
302	brl	15	00002AFE	51	14	沙鲁\n咕哦哦哦哦哦……！
303	brl	15	00002AFE	73	12	\n获得究极技\n“爆裂流星”！
304	brl	15	00002AFE	74	12	\n布罗利的体力变红时，\n将气力提升至150以上，\n按下X＋A键！
305	brl	16	00002717	11	17	布罗利与沙鲁的激战，\n甚至撼动了整个地球……
306	brl	16	00002717	12	17	有人利用了这场战斗产生的\n庞大能量。\n那就是魔导师巴比迪。
307	brl	16	00002717	13	17	巴比迪利用这些能量，\n复活了魔人布欧。
308	brl	16	00002717	31	12	魔人布欧\n布欧——！\n你很强啊！\n我来陪你玩！
309	brl	16	00002717	34	12	布罗利\n什么……这可笑的家伙……\n这个银河中，怎么可能存在\n比我更强的人——！！
310	brl	17	00002AFF	13	12	巴比迪\n什……什么！\n我……我的魔人布欧竟然……
311	brl	17	00002AFF	16	12	魔人布欧\n呜……呜……
312	brl	17	00002AFF	19	12	布罗利\n呵呵呵……哈——哈哈哈哈！\n结束了……给你最后一击！\n消失吧——！！
313	brl	17	00002AFF	25	12	巴比迪\n怎么会……！\n我要死……了……\n为……什么…………
314	brl	17	00002AFF	30	14	魔人布欧\n布呜呜呜呜呜！
315	brl	18	00002718	13	17	在布罗利与悟空的战斗中，\n新贝吉塔行星毁灭了。
316	brl	18	00002718	14	17	本应随爆炸一同死去的布罗利，\n竟然被撒旦先生\n救了下来。
317	brl	18	00002718	15	17	在行星毁灭前一刻，\n布罗利乘宇宙飞船逃脱，\n最终坠落到了地球。
318	brl	18	00002718	16	17	而且他落地时头部受到重击，\n完全失去了记忆……
319	brl	18	00002718	22	12	布罗利\n呃……！？
320	brl	18	00002718	30	12	布罗利\n不行……想不起来……
321	brl	18	00002718	33	12	撒旦先生\n只记得自己的名字吗……\n真是的，竟然捡了个\n这么麻烦的家伙……
322	brl	18	00002718	45	12	18号\n撒旦！\n总算找到你了！！
323	brl	18	00002718	46	12	18号\n上次武道会答应的\n两千万泽尼！！\n一分不少地给我付清！
324	brl	18	00002718	49	12	撒旦先生\n咿！！\n对……对不起！\n奖金还没发下来呢！
325	brl	18	00002718	52	12	18号\n又来这套！\n再不老实点的话……！
326	brl	18	00002718	64	12	撒旦先生\n咿……咿呀呀呀！！\n救、救救我啊！
327	brl	18	00002718	75	12	布罗利\n住手……\n这个人……救过我的命。
328	brl	18	00002718	78	12	18号\n哼……！\n那跟我有什么关系！\n再碍事我可不会手下留情！
329	brl	18	00002718	81	12	布罗利\n呜……呜嘎啊啊啊！
330	brl	18	00002718	94	12	18号\n这、这家伙是什么人……？
331	brl	19	00002B00	13	12	18号\n什……！\n这家伙……是怪物吗！？
332	brl	19	00002B00	16	12	撒旦先生\n太……太厉害了！！好强！\n（对、对了……嘿嘿嘿嘿！\n我想到一个好主意！！）
333	brl	20	00002719	11	17	见识到布罗利的强大后，\n撒旦宣称他是自己的弟子，\n两人组成了双人队伍。
334	brl	20	00002719	12	17	随后，他又联系各大媒体，\n举办了世界第一双人锦标赛。
335	brl	20	00002719	13	17	正如撒旦所料，\n没有人是布罗利的对手，\n两人距离夺冠只差一步。
336	brl	20	00002719	19	12	撒旦先生\n呜哦哦——！\n有人能打倒我和这位\n最强弟子吗——！！
337	brl	20	00002719	22	12	布罗利\n…………
338	brl	20	00002719	25	12	雅木茶\n真是的……\n他还是老样子，\n一得意就忘形。
339	brl	20	00002719	28	12	天津饭\n是啊……\n确实让人火大。\n稍微教训他一下吧。
340	brl	20	00002719	31	12	克林\n……那个瘦高个，\n我好像在哪里见过……
341	brl	20	00002719	34	12	布罗利\n……撒旦先生，\n请退到安全的地方。
342	brl	21	00002B01	12	12	撒旦先生\n嘎——哈哈哈哈！\n不愧是布罗利！！\n干得漂亮！！
343	brl	21	00002B01	18	12	布罗利\n……卡卡……罗特……
344	brl	21	00002B01	21	12	撒旦先生\n嗯……？\n怎么了，布罗利？
345	brl	21	00002B01	27	12	悟空\n布罗利……！\n你……竟然还活着！
346	brl	21	00002B01	38	12	撒旦先生\n你……你们是什么人！！\n不许妨碍比赛！
347	brl	22	0000271A	11	17	在世界第一双人锦标赛的\n决赛现场看到悟空后，\n布罗利的样子骤然改变。
348	brl	22	0000271A	17	12	布罗利\n卡……卡罗特……\n卡卡……罗特……！！\n呜……呜哦哦哦！！！
349	brl	22	0000271A	23	12	撒旦先生\n怎、怎么了！？\n喂……振作一点！
350	brl	22	0000271A	26	12	布罗利\n卡卡罗特……卡卡罗特……\n卡卡罗特——！！！！！！
351	brl	22	0000271A	40	12	悟空\n不行……他已经\n完全失去理智了……！
352	brl	22	0000271A	43	12	贝吉塔\n蠢货……！\n都怪你们让这家伙活着！
353	brl	22	0000271A	46	12	悟饭\n爸爸……我们上吧！
354	brl	22	0000271A	49	12	布罗利\n你们这些虫子！！！\n这次一定杀了你们……！
355	brl	23	00002B02	14	12	悟空\n太……太强了！
356	brl	23	00002B02	17	12	布罗利\n哈——哈哈哈哈！\n这次就给你最后一击！！
357	brl	23	00002B02	21	12	\n然而，撒旦却挡在了\n悟空面前。
358	brl	23	00002B02	23	12	撒旦先生\n布……布罗利！！住手！\n你、你还认得我吗？
359	brl	23	00002B02	28	12	布罗利\n呜……嘎……！\n卡卡罗特……杀掉！\n……撒旦！
360	brl	23	00002B02	32	12	布罗利\n卡卡罗特……撒旦……！\n撒旦……！\n呜……呜嘎啊啊啊啊啊啊！
361	brl	23	00002B02	40	12	布罗利\n哈啊……哈啊……
362	brl	23	00002B02	51	12	悟空\n布罗利……\n你到底怎么了……
363	brl	23	00002B02	57	17	撒旦拼命的呼唤终于传达，\n布罗利奇迹般地平静下来。
364	brl	23	00002B02	58	17	从那以后，他偶尔在悟空附近\n仍会变得兴奋，却再也没有\n陷入过狂暴……
365	brl	24	00004E20	11	12	悟饭\n布罗利……接招！\n龟——派——气——功——\n波——！
366	brl	24	00004E20	15	12	悟天\n哥哥……我也来！\n哈啊啊啊！
367	brl	24	00004E20	23	12	悟空\n我也来助你们一臂之力！\n加油啊……你们两个！
368	brl	24	00004E20	28	14	布罗利\n咕啊啊啊啊啊……！
369	brl	24	00004E20	54	17	布罗利被龟派气功轰飞，\n消失在了岩浆之中。
370	brl	24	00004E20	55	17	然而……
371	brl	24	00004E20	58	12	布罗利\n卡卡罗特……\n我还不会死……！\n在杀死你之前绝不会！
372	brl	25	00004E21	10	12	帕拉伽斯\n哈——哈哈哈哈！！\n太棒了！太棒了！！！
373	brl	25	00004E21	11	12	帕拉伽斯\n只要有你，\n整个银河都是我们的！
374	brl	25	00004E21	14	12	布罗利\n是。谨遵爸爸的命令……
375	brl	25	00004E21	17	12	帕拉伽斯\n那么，下一颗要夺取哪颗星球呢？\n希望能遇上值得一战的敌人啊，\n布罗利！
376	brl	25	00004E21	18	12	帕拉伽斯\n卡卡罗特已经不在了……\n这个宇宙中，\n再没人能威胁布罗利！
377	brl	25	00004E21	19	12	帕拉伽斯\n哈——哈哈哈哈！
378	brl	25	00004E21	22	12	布罗利\n卡卡……罗……特……
379	brl	25	00004E21	36	17	但帕拉伽斯没有察觉，\n正是卡卡罗特……悟空的存在，\n让布罗利保持了稳定……
380	brl	25	00004E21	37	17	终有一天，布罗利会开始\n无人能够阻止的暴走。\n而那一天，已经不远了……
381	cel	0	00002710	8	17	格罗博士死后，\n他的电脑仍继续进行研究，\n最终创造出名为沙鲁的生命体。
382	cel	0	00002710	9	17	沙鲁只有一个目的……\n成为完全体。
383	cel	0	00002710	10	17	电脑也告诉了沙鲁\n成为完全体的方法：\n必须吸收人造人17号和18号。
384	cel	0	00002710	11	17	沙鲁寻找17号与18号时，\n却发现他们早已被人打倒。
385	cel	0	00002710	12	17	沙鲁杀死特兰克斯，\n夺取时光机，前往了\n人造人尚且存在的过去。
386	cel	0	00002710	18	12	比克\n你这家伙……是什么人！？
387	cel	0	00002710	21	12	沙鲁\n我知道你。\n比克大魔王……
388	cel	0	00002710	22	12	沙鲁\n我的名字是沙鲁。\n是用你、孙悟空等人的细胞\n制造出来的人造人……
389	cel	0	00002710	23	12	沙鲁\n高兴吧……\n只要吸收你这样的生命精华，\n我就能更接近完全体。
390	cel	0	00002710	26	12	比克\n什么！？\n完全体……
391	cel	1	00002AF8	11	12	沙鲁\n还挺有一套嘛……\n虽说现在的我还不是完全体……
392	cel	1	00002AF8	14	12	特兰克斯\n比克先生！！
393	cel	1	00002AF8	17	12	沙鲁\n特兰克斯！！\n他为什么会在这里……！\n难道也乘时光机……
394	cel	1	00002AF8	21	12	比克\n照现在的情况来看，\n你似乎没有胜算了……
395	cel	1	00002AF8	24	12	沙鲁\n17号和18号，我一定会得到！\n无论你们如何阻挠，\n都改变不了结果！！
396	cel	1	00002AF8	27	12	沙鲁\n太阳拳！！
397	cel	2	00002711	9	17	从比克等人手中逃走后，\n沙鲁为了提升力量，\n持续袭击并吸收人类。
398	cel	2	00002711	10	17	某一天……沙鲁感知到了\n比克与17号的战斗。
399	cel	2	00002711	11	17	通过吸收人类获得的力量，\n不知不觉已超越了比克……
400	cel	2	00002711	17	12	沙鲁\n呵呵呵……\n值得纪念的日子终于到来了。
401	cel	2	00002711	22	12	比克\n沙……沙鲁！！\n可恶……我只顾着战斗，\n竟没察觉他接近！
402	cel	2	00002711	25	12	17号\n那……那个怪人是谁！？\n虽然不知道他是什么人……但碍事！\n赶紧消失！
403	cel	2	00002711	28	12	沙鲁\n高兴吧……我的兄弟！\n只要将你们两人吸收，\n完美的超人就会诞生！
404	cel	2	00002711	31	12	17号\n玩笑也要有个限度……\n谁会让你这种家伙\n吸收掉……
405	cel	2	00002711	36	12	沙鲁\n你们的意愿根本无关紧要。\n被我吸收，\n早已是注定的结果。
406	cel	3	00002AF9	10	12	比克\n呃啊……可、可恶……\n快逃！17号！！
407	cel	3	00002AF9	13	12	沙鲁\n无谓的抵抗已经结束了吗……？\n那么，就让我吸收你吧。
408	cel	3	00002AF9	16	12	17号\n放、放开我！\n你这个丑陋的怪物！
409	cel	3	00002AF9	17	12	17号\n呜啊……呜啊啊啊——！！
410	cel	3	00002AF9	26	12	沙鲁\n好了……接下来轮到你了，18号。\n让我们一起打造\n完整的完全体吧。
411	cel	3	00002AF9	35	12	\n获得究极技\n“吸收”！
412	cel	3	00002AF9	36	12	\n沙鲁（未完成体）的体力变红时，\n将气力提升至150以上，\n靠近对手按下X＋A键！
413	cel	4	00002712	10	17	吸收17号后，\n沙鲁又将目标转向了18号。
414	cel	4	00002712	11	17	但在精神时光屋中\n大幅提升实力的贝吉塔和特兰克斯，\n挡在了他的面前。
415	cel	4	00002712	12	17	然而，渴望与完全体交手的\n贝吉塔主动放行，\n让沙鲁成功吸收了18号。
416	cel	4	00002712	18	12	沙鲁\n咕、呜哦哦哦……！
417	cel	4	00002712	37	12	沙鲁\n………………
418	cel	4	00002712	40	12	贝吉塔\n呵呵呵……\n看来所谓的完全体，\n也不过如此。
419	cel	4	00002712	41	12	贝吉塔\n个头还比之前缩小了。\n赶紧结束吧。
420	cel	4	00002712	50	12	沙鲁\n那就有劳了……贝吉塔。
421	cel	4	00002712	67	12	\n新增角色\n“沙鲁（完全体）”！\n可在角色选择中使用！
422	cel	5	00002AFA	13	12	沙鲁\n呵呵呵……\n这就是超级贝吉塔吗。
423	cel	5	00002AFA	16	12	贝吉塔\n去死吧……沙鲁！！\n终极闪光——！！
424	cel	5	00002AFA	26	12	沙鲁\n咕……呃……难、难道\n身为完全体的我竟然……\n可、可恶……
425	cel	5	00002AFA	32	12	沙鲁\n骗你的……\n难道你忘了，\n我体内也有比克的细胞？
426	cel	5	00002AFA	35	12	贝吉塔\n可……！！
427	cel	5	00002AFA	40	12	沙鲁\n刚才的气势到哪里去了？\n笑一个啊……贝吉塔。
428	cel	5	00002AFA	43	12	沙鲁\n热身也差不多该结束了。\n哈啊！
429	cel	5	00002AFA	65	12	特兰克斯\n爸、爸爸！！\n可恶！！
430	cel	5	00002AFA	68	12	沙鲁\n碍事……！
431	cel	5	00002AFA	77	12	特兰克斯\n呜啊啊啊啊……！！！
432	cel	5	00002AFA	81	12	贝吉塔\n特兰克斯……！
433	cel	5	00002AFA	91	12	\n就在这时，一枚\n万能胶囊从特兰克斯的战斗服中\n掉落出来。
434	cel	5	00002AFA	93	12	沙鲁\n……这枚胶囊里是时光机吗。\n或许能派上用场。\n我就收下了。
435	cel	5	00002AFA	94	12	沙鲁\n至于该怎么\n处置你们……\n我决定举办一场武道大会。
436	cel	5	00002AFA	95	12	沙鲁\n特别优待你们十天时间。\n在那之前尽量变强，\n好好取悦我吧。
437	cel	5	00002AFA	96	12	沙鲁\n我会独自出战，\n你们来多少人都无所谓……\n人数越多，对你们越有利。
438	cel	5	00002AFA	97	12	沙鲁\n名字嘛……对了，\n就叫“沙鲁游戏”吧。
439	cel	6	00002EE2	2	12	沙鲁\n给你最后一击前，我有个问题。\n只要有时间……\n你还能进一步提升力量吗？
440	cel	6	00002EE2	7	12	特兰克斯\n谁知道……不试试怎么会明白。\n……你为什么问这个？
441	cel	6	00002EE2	10	12	沙鲁\n那么……下一个问题。\n孙悟空在做什么？\n为什么还没有出现？
442	cel	6	00002EE2	13	12	特兰克斯\n……悟空先生正在修炼，\n为打倒你做准备！\n明天就会来和你战斗！
443	cel	6	00002EE2	18	12	沙鲁\n回答得不错。
444	cel	6	00002EE2	19	12	沙鲁\n那么……我就举办武道大会。\n特别优待你们十天时间，\n在那之前尽量变强吧。
445	cel	6	00002EE2	20	12	沙鲁\n我会独自出战，\n你们来多少人都无所谓……\n人数越多，对你们越有利。
446	cel	6	00002EE2	21	12	沙鲁\n名字嘛……对了，\n就叫“沙鲁游戏”吧。
447	cel	6	00002EE2	24	12	特兰克斯\n沙鲁！\n举办武道大会的目的是什么！！\n你最终到底想做什么！
448	cel	6	00002EE2	29	12	沙鲁\n武道大会的目的，是确认我的力量，\n并让全世界陷入恐惧。
449	cel	6	00002EE2	30	12	沙鲁\n我没有什么最终目的。\n非要说的话……就是享受乐趣。
450	cel	7	00002713	9	17	沙鲁占领电视台，\n向全世界宣布举办沙鲁游戏。
451	cel	7	00002713	10	17	十天后……\n决定全世界命运的战斗，\n正式拉开帷幕。
452	cel	7	00002713	16	12	沙鲁\n时间到了……谁都可以。\n赶紧出来。
453	cel	7	00002713	21	12	悟空\n好！那就先让我\n来和你打一场吧。
454	cel	7	00002713	27	12	沙鲁\n一开始就是你吗……\n我本想把最大的乐趣\n留到最后。
455	cel	7	00002713	30	12	沙鲁\n来吧！！
456	cel	8	00002AFB	12	12	悟空\n哈啊……哈啊……哈啊……
457	cel	8	00002AFB	17	12	沙鲁\n看来你消耗了不少体力。\n吃一颗所谓的仙豆吧。
458	cel	8	00002AFB	24	12	悟空\n我认输！\n你的强大我已经彻底明白了！\n我不打了。
459	cel	8	00002AFB	30	12	沙鲁\n孙悟空……\n你明白自己这句话的意思吗？
460	cel	8	00002AFB	31	12	沙鲁\n一旦再没人参加沙鲁游戏，\n地球上的所有人类\n都会死。
461	cel	8	00002AFB	34	12	悟空\n别误会。\n又不是已经\n没有人可以继续战斗了，对吧？
462	cel	8	00002AFB	35	12	悟空\n我可以指定下一个对手吗？
463	cel	8	00002AFB	40	12	沙鲁\n你这家伙……\n真的打算认输吗……
464	cel	10	00002714	10	17	悟空指定的人，正是自己的儿子悟饭。
465	cel	10	00002714	11	17	不仅如此，悟空还把仙豆交给了沙鲁。
466	cel	10	00002714	17	12	悟饭\n…………
467	cel	10	00002714	23	12	沙鲁\n真是个狂妄的小鬼……\n已经完全进入状态了吗……
468	cel	10	00002714	26	12	悟饭\n哈啊！
469	cel	10	00002714	34	12	沙鲁\n看来孙悟空说的话，\n似乎也不全是\n虚张声势……
470	cel	10	00002714	35	12	沙鲁\n不过，说你能够打败我，\n看来还是夸大其词了。
471	cel	10	00002714	38	12	沙鲁\n马上就杀了你……！
472	cel	11	00002AFC	11	12	沙鲁\n来吧，孙悟空！！\n无聊的玩笑该结束了！\n再和我战斗一次！！
473	cel	11	00002AFC	14	12	悟空\n笨——蛋！\n好好看看你身后！
474	cel	11	00002AFC	34	12	沙鲁\n什么！？\n变……变了……！？
475	cel	12	00002715	11	17	因愤怒而觉醒真正力量的悟饭，\n开始压倒沙鲁。
476	cel	12	00002715	17	12	沙鲁\n我……我怎么可能\n输给你这种家伙，\n绝不可能——！！
477	cel	12	00002715	20	12	悟饭\n哈啊！
478	cel	12	00002715	30	12	沙鲁\n啊……嘎……呜啊……嘎！！\n呜啊啊！！！
479	cel	12	00002715	35	12	沙鲁\n呜……呕……！！
480	cel	12	00002715	46	12	克林\n是18号！！！\n他把18号吐出来了……！！
481	cel	12	00002715	50	12	悟饭\n切，真没意思……\n这样的话……\n你也已经完了。
482	cel	12	00002715	53	12	沙鲁\n咕呃呃……不、不可饶恕……！\n不可饶恕——！！！！
483	cel	12	00002715	63	12	沙鲁\n既然这样，我就自爆！！\n我会死，你们也全都得死！\n连同整个地球一起……！
484	cel	12	00002715	72	12	\n获得特殊能力\n“自爆”！
485	cel	12	00002715	73	12	\n使用沙鲁（未完成体）时，\n体力变红后按L键！
486	cel	12	00002715	84	12	\n获得特殊能力\n“尊严”！
