priority	code_hex	native_character	page	x0	y0	x1	y1	status	original_status	safety_tier	arm9_aligned_le_hits	arm7_aligned_le_hits	warning
768	9240	叩	3	120	240	134	254	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
769	9262	鍛	4	45	0	59	14	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
770	9296	猪	4	165	15	179	29	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
771	9298	著	4	180	15	194	29	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
772	92AC	町	4	30	30	44	44	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
773	92B2	調	4	60	30	74	44	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
774	9347	敵	4	120	45	134	59	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
775	9358	店	4	240	45	254	59	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
776	936E	渡	4	135	60	149	74	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
777	9386	宕	4	60	75	74	89	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
778	93AC	闘	4	45	90	59	104	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
779	93CA	凸	4	210	90	224	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
780	93D8	豚	4	0	105	14	119	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
781	945B	納	4	0	120	14	134	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
782	9470	廃	4	105	120	119	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
783	9474	杯	4	135	120	149	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
784	9479	輩	4	165	120	179	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
785	9483	買	4	210	120	224	134	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
786	94D4	番	4	30	150	44	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
787	94DE	彼	4	45	150	59	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
788	94EF	費	4	150	150	164	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
789	94F6	尾	4	210	150	224	164	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
790	9558	氷	4	75	165	89	179	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
791	9597	風	4	195	180	209	194	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
792	95A7	仏	4	75	195	89	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
793	95B6	文	4	165	195	179	209	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
794	95C0	並	4	225	195	239	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
795	95CA	別	4	30	210	44	224	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
796	95D3	辺	4	105	210	119	224	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
797	95E0	歩	4	210	210	224	224	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
798	9654	傍	4	0	240	14	254	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
799	96B3	無	5	105	15	119	29	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
800	96E2	問	5	105	30	119	44	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
801	96F0	役	5	180	30	194	44	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
802	96F2	薬	5	210	30	224	44	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
803	9744	優	5	15	45	29	59	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
804	9764	妖	5	195	45	209	59	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
805	978D	絡	5	210	60	224	74	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
806	97A0	裏	5	45	75	59	89	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
807	97BC	両	5	225	75	239	89	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
808	9841	連	5	240	90	254	104	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
809	9872	腕	5	225	105	239	119	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	0	Valid only for the current full-Chinese translation snapshot.
810	815C	―	0	135	90	149	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
811	8160	〜	0	180	90	194	104	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
812	81A8	→	0	90	135	104	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
813	81BE	∪	0	180	135	194	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
814	828A	ｊ	0	240	180	254	194	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
815	82B4	ざ	0	45	225	59	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
816	8AA8	勘	1	0	225	14	239	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
817	8C88	決	2	210	90	224	104	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
818	8CF8	効	2	225	135	239	149	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
819	8ED0	社	3	45	15	59	29	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
820	91E0	隊	3	240	225	254	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
821	92A6	懲	4	225	15	239	29	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	1	Valid only for the current full-Chinese translation snapshot.
822	8180	÷	0	0	120	14	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	2	Valid only for the current full-Chinese translation snapshot.
823	8268	Ｉ	0	90	165	104	179	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	2	Valid only for the current full-Chinese translation snapshot.
824	9866	惑	5	195	105	209	119	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	2	Valid only for the current full-Chinese translation snapshot.
825	8290	ｐ	0	75	195	89	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	1	4	Valid only for the current full-Chinese translation snapshot.
826	82EA	れ	1	90	15	104	29	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	1	7	Valid only for the current full-Chinese translation snapshot.
827	81BC	⊂	0	165	135	179	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
828	8281	ａ	0	105	180	119	194	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
829	8298	ｘ	0	195	195	209	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
830	8340	ァ	1	165	15	179	29	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
831	8350	ケ	1	150	30	164	44	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
832	8354	サ	1	210	30	224	44	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
833	8395	ヵ	1	105	90	119	104	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
834	8396	ヶ	1	120	90	134	104	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
835	83C0	β	1	150	90	164	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
836	8444	Д	1	240	90	254	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
837	8756		1	120	105	134	119	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
838	88E4	井	1	225	120	239	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
839	8968	栄	1	15	150	29	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
840	8AF0	嬉	1	210	240	224	254	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
841	8CD6	誇	2	0	135	14	149	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
842	905C	申	3	165	105	179	119	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
843	9082	垂	3	150	120	164	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
844	90A8	勢	3	45	135	59	149	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
845	92AA	潮	4	15	30	29	44	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
846	935C	貼	4	0	60	14	74	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
847	9360	伝	4	45	60	59	74	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
848	93C7	読	4	195	90	209	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
849	944C	猫	4	165	105	179	119	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
850	94F2	飛	4	180	150	194	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
851	95A1	複	4	45	195	59	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
852	95B1	奮	4	120	195	134	209	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
853	95B3	糞	4	135	195	149	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
854	964C	豊	4	210	225	224	239	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
855	9695	抹	5	165	0	179	14	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	0	Valid only for the current full-Chinese translation snapshot.
856	8178	』	0	165	105	179	119	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	2	1	Valid only for the current full-Chinese translation snapshot.
857	9044	織	3	195	90	209	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	2	Valid only for the current full-Chinese translation snapshot.
858	819C	●	0	15	135	29	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	2	8	Valid only for the current full-Chinese translation snapshot.
859	81DC	⌒	0	240	135	254	149	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	3	0	Valid only for the current full-Chinese translation snapshot.
860	81F4	♪	0	60	150	74	164	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	3	0	Valid only for the current full-Chinese translation snapshot.
861	8288	ｈ	0	210	180	224	194	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	3	0	Valid only for the current full-Chinese translation snapshot.
862	82BC	ぞ	0	165	225	179	239	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	3	0	Valid only for the current full-Chinese translation snapshot.
863	8374	フ	1	180	60	194	74	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	3	0	Valid only for the current full-Chinese translation snapshot.
864	90B9	聖	3	210	135	224	149	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	3	0	Valid only for the current full-Chinese translation snapshot.
865	9244	奪	3	150	240	164	254	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	3	0	Valid only for the current full-Chinese translation snapshot.
866	9364	電	4	90	60	104	74	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	3	0	Valid only for the current full-Chinese translation snapshot.
867	E8A6	隕	5	225	120	239	134	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	3	0	Valid only for the current full-Chinese translation snapshot.
868	8278	Ｙ	0	75	180	89	194	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	4	0	Valid only for the current full-Chinese translation snapshot.
869	8282	ｂ	0	120	180	134	194	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	4	0	Valid only for the current full-Chinese translation snapshot.
870	82C8	な	0	90	240	104	254	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	4	0	Valid only for the current full-Chinese translation snapshot.
871	8379	ペ	1	0	75	14	89	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	4	0	Valid only for the current full-Chinese translation snapshot.
872	8385	ュ	1	165	75	179	89	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	4	0	Valid only for the current full-Chinese translation snapshot.
873	8394	ヴ	1	90	90	104	104	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	4	0	Valid only for the current full-Chinese translation snapshot.
874	8A5F	垣	1	15	210	29	224	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	4	0	Valid only for the current full-Chinese translation snapshot.
875	8E84	私	2	30	240	44	254	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	4	0	Valid only for the current full-Chinese translation snapshot.
876	E0F8	璧	5	105	120	119	134	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	4	1	Valid only for the current full-Chinese translation snapshot.
877	8140	　	0	99	75	113	89	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	4	3	Valid only for the current full-Chinese translation snapshot.
878	90D4	赤	3	180	150	194	164	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	5	0	Valid only for the current full-Chinese translation snapshot.
879	9088	粋	3	195	120	209	134	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	5	1	Valid only for the current full-Chinese translation snapshot.
880	82F0	を	1	135	15	149	29	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	7	0	Valid only for the current full-Chinese translation snapshot.
881	8279	Ｚ	0	90	180	104	194	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	9	0	Valid only for the current full-Chinese translation snapshot.
882	90B0	晴	3	135	135	149	149	reusable_full_cn	used_original_script	B_zero_text_refs_binary_hits	18	6	Valid only for the current full-Chinese translation snapshot.
883	8184	＞	0	60	120	74	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	20	1	Valid only for the current full-Chinese translation snapshot.
884	828D	ｍ	0	30	195	44	209	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	44	2	Valid only for the current full-Chinese translation snapshot.
885	8186	≧	0	75	120	89	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	54	0	Valid only for the current full-Chinese translation snapshot.
886	8181	＝	0	15	120	29	134	reusable_full_cn	reserved	B_zero_text_refs_binary_hits	228	0	Valid only for the current full-Chinese translation snapshot.
